image,name,CODE,type,brand,category,unit_code,cost,price,product_details
,ผ้าโซฟา สีม่วงอ่อน,0-CP-B003-10,standard,,CP,pc,1,1,ผ้าโซฟา สีม่วงอ่อน
,ผ้าโซฟา สีชมพู,0-CP-B003-11,standard,,CP,pc,1,1,ผ้าโซฟา สีชมพู
,ผ้าโซฟา (สีทอง),0-CP-B003-12,standard,,CP,pc,1,1,ผ้าโซฟา (สีทอง)
,ผ้าโซฟา สีเขียวอ่อน,0-CP-B003-13,standard,,CP,pc,1,1,ผ้าโซฟา สีเขียวอ่อน
,ผ้าโซฟา สีเขียว,0-CP-B003-14,standard,,CP,pc,1,1,ผ้าโซฟา สีเขียว
,ผ้าโซฟา สีน้ำเงิน,0-CP-B003-15,standard,,CP,pc,1,1,ผ้าโซฟา สีน้ำเงิน
,ผ้าโซฟา,0-CP-B003-16,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-B003-17,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีเงินเข้ม,0-CP-B003-18,standard,,CP,pc,1,1,ผ้าโซฟา สีเงินเข้ม
,ผ้าโซฟา (สีม่วง),0-CP-B003-19,standard,,CP,pc,1,1,ผ้าโซฟา (สีม่วง)
,ผ้าโซฟา สีครีม,0-CP-B003-2,standard,,CP,pc,1,1,ผ้าโซฟา สีครีม
,ผ้าโซฟา (กำมะหยี่สีม่วง)แทน407-6C,0-CP-B003-20,standard,,CP,pc,1,1,ผ้าโซฟา (กำมะหยี่สีม่วง)แทน407-6C
,ผ้าโซฟา (กำมะหยี่สีชมพู)แทน407-5C,0-CP-B003-21,standard,,CP,pc,1,1,ผ้าโซฟา (กำมะหยี่สีชมพู)แทน407-5C
,ผ้าโซฟา สีแดงใช้แทน407-4C,0-CP-B003-22,standard,,CP,pc,1,1,ผ้าโซฟา สีแดงใช้แทน407-4C
,ผ้าโซฟา สีแดงสดใช้แทน407-3C,0-CP-B003-23,standard,,CP,pc,1,1,ผ้าโซฟา สีแดงสดใช้แทน407-3C
,ผ้าโซฟา สีแดง,0-CP-B003-24,standard,,CP,pc,1,1,ผ้าโซฟา สีแดง
,ผ้าโซฟา (สีดำ),0-CP-B003-25,standard,,CP,pc,1,1,ผ้าโซฟา (สีดำ)
,ผ้าโซฟา (สีดำ) สินค้าลดราคา,0-CP-B003-25-DF,standard,,CP,pc,1,1,ผ้าโซฟา (สีดำ) สินค้าลดราคา
,ผ้าโซฟา(สีน้ำเงิน),0-CP-B003-26,standard,,CP,pc,1,1,ผ้าโซฟา(สีน้ำเงิน)
,ผ้าโซฟา,0-CP-B003-3,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-B003-4,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีเทา,0-CP-B003-5,standard,,CP,pc,1,1,ผ้าโซฟา สีเทา
,ผ้าโซฟา (สีเงิน),0-CP-B003-6,standard,,CP,pc,1,1,ผ้าโซฟา (สีเงิน)
,ผ้าโซฟา สีน้ำตาลอ่อน,0-CP-B003-7,standard,,CP,pc,1,1,ผ้าโซฟา สีน้ำตาลอ่อน
,ผ้าโซฟา สีน้ำตาลแดง,0-CP-B003-8,standard,,CP,pc,1,1,ผ้าโซฟา สีน้ำตาลแดง
,ผ้าโซฟา สีน้ำตาลเข้มแทน4077-2C,0-CP-B003-9,standard,,CP,pc,1,1,ผ้าโซฟา สีน้ำตาลเข้มแทน4077-2C
,SAMPLE B003,0-CP-B003-SAMPLE,standard,,CP,pc,1,1,SAMPLE B003
,ผ้าที่นอน หนา400แกรม,0-CPB-AF-03-1A,standard,,CPB,pc,1,1,ผ้าที่นอน หนา400แกรม
,ผ้าที่นอน หนา400แกรม ลายสาน,0-CPB-AF-03-3A,standard,,CPB,pc,1,1,ผ้าที่นอน หนา400แกรม ลายสาน
,ผ้าที่นอน หนา380แกรม,0-CPB-AF-04-9A,standard,,CPB,pc,1,1,ผ้าที่นอน หนา380แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-BD-01,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-BD-02,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าโซฟา สีขาว,0-CP-BH345-1,standard,,CP,pc,1,1,ผ้าโซฟา สีขาว
,ผ้าโซฟา สีน้ำตาล,0-CP-BH345-10,standard,,CP,pc,1,1,ผ้าโซฟา สีน้ำตาล
,ผ้าโซฟา สีเทา,0-CP-BH345-2,standard,,CP,pc,1,1,ผ้าโซฟา สีเทา
,ผ้าโซฟา,0-CP-BH366-1,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-12,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีเทา,0-CP-BH366-14,standard,,CP,pc,1,1,ผ้าโซฟา สีเทา
,ผ้าโซฟา,0-CP-BH366-15,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-17,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-20,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-21,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-23,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-24,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-27,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-30,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-32,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-4,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-5,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-6,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-BH366-9,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าที่นอน หนา220แกรม,0-CPB-HS-243,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-HS-268,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-HS-272,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา220แกรมสกรีนโลโก้,0-CPB-S-0005,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรมสกรีนโลโก้
,ผ้าที่นอน หนา200แกรม,0-CPB-S-0081,standard,,CPB,pc,1,1,ผ้าที่นอน หนา200แกรม
,ผ้าที่นอน หนา220แกรม ลายออร์แกนิคสีม่วง,0-CPB-S-0261,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม ลายออร์แกนิคสีม่วง
,ผ้าที่นอน หนา190แกรม,0-CPB-S-0379,standard,,CPB,pc,1,1,ผ้าที่นอน หนา190แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-S-0887-D,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-S-30009,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-S-30009-D,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-S-60041,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา220แกรม ลายแดง,0-CPB-S-7067,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม ลายแดง
,ผ้าที่นอน หนา400แกรม,0-CPB-S-7729,standard,,CPB,pc,1,1,ผ้าที่นอน หนา400แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-S-7737-B,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-S-7744-B,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-S-7744-D,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-S-7751-A,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-XH1501-1,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-XH1504-3,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-XH1508-1,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา180แกรม,0-CPB-XH1509-3,standard,,CPB,pc,1,1,ผ้าที่นอน หนา180แกรม
,ผ้าที่นอน หนา200แกรม,0-CPB-XH1561-2,standard,,CPB,pc,1,1,ผ้าที่นอน หนา200แกรม
,ผ้าที่นอน หนา200แกรม,0-CPB-XH1563-3,standard,,CPB,pc,1,1,ผ้าที่นอน หนา200แกรม
,ผ้าที่นอน หนา200แกรม,0-CPB-XH1564-1,standard,,CPB,pc,1,1,ผ้าที่นอน หนา200แกรม
,ผ้าที่นอน หนา220แกรม,0-CPB-XH1566-2,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม
,ผ้าที่นอน หนา220แกรม ลายเทา,0-CPB-Z-13,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรม ลายเทา
,ผ้าที่นอน หนา220แกรมขนสีน้ำตาล,0-CPB-Z-14,standard,,CPB,pc,1,1,ผ้าที่นอน หนา220แกรมขนสีน้ำตาล
,ผ้าโซฟา 1*1,0-CP-CLB-02,standard,,CP,pc,1,1,ผ้าโซฟา 1*1
,ผ้าโซฟา,0-CP-DT-03,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-E096-25,standard,,CP,pc,1,1,ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-F287-1-8-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-F296-1-10-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-F298-1-28-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,ผ้าโซฟา สีน้ำตาล,0-CP-FD-09,standard,,CP,pc,1,1,ผ้าโซฟา สีน้ำตาล
,ผ้าโซฟา,0-CP-FD12-5A,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-FD26-5C,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีเขียว (YF565-19),0-CP-FN-2C,standard,,CP,pc,1,1,ผ้าโซฟา สีเขียว (YF565-19)
,ผ้าโซฟา,0-CP-FU96-25,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-FY78-12,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีฟ้า,0-CP-GL1403-1A,standard,,CP,pc,1,1,ผ้าโซฟา สีฟ้า
,ผ้าโซฟา สีฟ้า,0-CP-GL1403-1E,standard,,CP,pc,1,1,ผ้าโซฟา สีฟ้า
,ผ้าโซฟา ลายปารีส,0-CP-GL1508-24A,standard,,CP,pc,1,1,ผ้าโซฟา ลายปารีส
,ผ้าโซฟา (Charcoal),0-CP-GS-1,standard,,CP,pc,1,1,ผ้าโซฟา (Charcoal)
,ผ้าโซฟา (สีเทา),0-CP-GS-10,standard,,CP,pc,1,1,ผ้าโซฟา (สีเทา)
,ผ้าโซฟา,0-CP-GS-11,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา (สีเทาเข้ม),0-CP-GS-12,standard,,CP,pc,1,1,ผ้าโซฟา (สีเทาเข้ม)
,ผ้าโซฟา,0-CP-GS-2,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีเทา),0-CP-GS-5811,standard,,CP,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา,0-CP-GT535-5,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีแดง),0-CP-H002-1,standard,,CP,pc,1,1,ผ้าโซฟา(สีแดง)
,ผ้าโซฟา(สีน้ำตาล),0-CP-H002-3,standard,,CP,pc,1,1,ผ้าโซฟา(สีน้ำตาล)
,ผ้าโซฟา,0-CP-H0125,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีเทา),0-CP-H302-4,standard,,CP,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา,0-CP-H324-12,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-H324-22,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีขาว,0-CP-ID-002,standard,,CP,pc,1,1,ผ้าโซฟา สีขาว
,ผ้าโซฟา (สีน้ำตาล),0-CP-ID-2,standard,,CP,pc,1,1,ผ้าโซฟา (สีน้ำตาล)
,ผ้าโซฟาสีน้ำเงิมเข้ม (ID-2# 1),0-CP-ID-2A1,standard,,CP,pc,1,1,ผ้าโซฟาสีน้ำเงิมเข้ม (ID-2# 1)
,ผ้าโซฟา(พื้นสีครีมลายสีแดง),0-CP-ID-3,standard,,CP,pc,1,1,ผ้าโซฟา(พื้นสีครีมลายสีแดง)
,ผ้าโซฟา,0-CP-JW2025-1,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CP-JW2025-4,standard,,CP,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(พื้นสีชมพู),0-CP-K11-2B,standard,,CP,pc,1,1,ผ้าโซฟา(พื้นสีชมพู)
,SAMPLE ผ้าโซฟา,0-CP-KS1077-1-11-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-KS1079-1-15-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-KS1080-1-18-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-KS1083-1-11-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,SAMPLE ผ้าโซฟา,0-CP-KS1085-1-11-SAM,standard,,CP,pc,1,1,SAMPLE ผ้าโซฟา
,ผ้าโซฟา สีฟ้า,0-CP-KS613-13,standard,,CP,pc,1,1,ผ้าโซฟา สีฟ้า
,ผ้าโซฟา,0-CPL-10001,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-10002,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-10003,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-10004,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-10005,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-10006,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-10007,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-1Aไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-2Aไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-2Bไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-3Aไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-3Bไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-4Aไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-11001-4Bไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-1100-1A,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีขาว),0-CPL-1100-1C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีขาว)
,ผ้าโซฟา,0-CPL-1100-2A,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีครีม),0-CPL-1100-2C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีครีม)
,ผ้าโซฟา,0-CPL-1100-3A,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีเหลืองอ่อน),0-CPL-1100-3C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเหลืองอ่อน)
,ผ้าโซฟา,0-CPL-1100-4A,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีเหลือง),0-CPL-1100-4C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเหลือง)
,ผ้าโซฟา,0-CPL-1100-5A,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีน้าตาลอ่อน),0-CPL-1100-5C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้าตาลอ่อน)
,ผ้าโซฟา(สีน้าตาล),0-CPL-1100-6C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้าตาล)
,ผ้าโซฟา(สีเทา),0-CPL-1100-7C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา,0-CPL-20001,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20002,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20003,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20004,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20005,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20006,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20007,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20008,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20009,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-20010,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีน้ำตาล),0-CPL-2100-1C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาล)
,ผ้าโซฟา(สีน้ำตาลดำ),0-CPL-2100-2C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาลดำ)
,ผ้าโซฟา(สีม่วงอ่อน),0-CPL-2100-3C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีม่วงอ่อน)
,ผ้าโซฟา(สีม่วง),0-CPL-2100-4C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีม่วง)
,ผ้าโซฟา(สีแดง),0-CPL-2100-5C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีแดง)
,ผ้าโซฟา(สีแดงเลือดนก),0-CPL-2100-6C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีแดงเลือดนก)
,ผ้าโซฟา(สีฟ้าอ่อน),0-CPL-2100-7C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีฟ้าอ่อน)
,ผ้าโซฟา(สีน้ำเงิน),0-CPL-2100-8C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำเงิน)
,ผ้าโซฟา(สีเทา),0-CPL-2100-9C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา พื้นสีครีม,0-CPL-3000-1,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีครีม
,ผ้าโซฟา พื้นสีแดง,0-CPL-3000-10,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีแดง
,ผ้าโซฟา พื้นสีแดงเลือดหมู,0-CPL-3000-11,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีแดงเลือดหมู
,ผ้าโซฟา พื้นสีชมพู,0-CPL-3000-12,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีชมพู
,ผ้าโซฟา พื้นสีม่วง,0-CPL-3000-13,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีม่วง
,ผ้าโซฟา พื้นสีเลือดหมู,0-CPL-3000-14,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีเลือดหมู
,ผ้าโซฟา พื้นสีม่วง,0-CPL-3000-15,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีม่วง
,ผ้าโซฟา พื้นสีม่วง,0-CPL-3000-16,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีม่วง
,ผ้าโซฟา พื้นสีเทาเข้ม,0-CPL-3000-17,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีเทาเข้ม
,ผ้าโซฟา พื้นสีเทา,0-CPL-3000-18,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีเทา
,ผ้าโซฟา สีครีม-ขาว,0-CPL-3000-2,standard,,CPL,pc,1,1,ผ้าโซฟา สีครีม-ขาว
,ผ้าโซฟา สีครีม-เทา,0-CPL-3000-3,standard,,CPL,pc,1,1,ผ้าโซฟา สีครีม-เทา
,ผ้าโซฟา พื้นสีน้ำตาล-แดง,0-CPL-3000-4,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีน้ำตาล-แดง
,ผ้าโซฟา สีน้ำตาลเข้ม,0-CPL-3000-5,standard,,CPL,pc,1,1,ผ้าโซฟา สีน้ำตาลเข้ม
,ผ้าโซฟา พื้นสีน้ำตาล,0-CPL-3000-6,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีน้ำตาล
,ผ้าโซฟา พื้นสีน้ำตาลเข้ม,0-CPL-3000-7,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีน้ำตาลเข้ม
,ผ้าโซฟา พื้นสีน้ำตาล-เขียว,0-CPL-3000-8,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีน้ำตาล-เขียว
,ผ้าโซฟา พื้นสีส้ม,0-CPL-3000-9 ไม่ใช้,standard,,CPL,pc,1,1,ผ้าโซฟา พื้นสีส้ม
,ผ้าโซฟา(สีแดง),0-CPL-3002-10C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีแดง)
,ผ้าโซฟา(สีชมพู),0-CPL-3002-11C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีชมพู)
,ผ้าโซฟา(สีม่วง),0-CPL-3002-12C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีม่วง)
,ผ้าโซฟา(สีเทา),0-CPL-3002-13C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา(สีเทา),0-CPL-3002-14C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา(สีเทาดำ),0-CPL-3002-15C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทาดำ)
,ผ้าโซฟา(สีครีม)ใช้302-1C,0-CPL-3002-1C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีครีม)ใช้302-1C
,ผ้าโซฟา(สีครีม),0-CPL-3002-2C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีครีม)
,ผ้าโซฟา(สีน้ำตาลดำ),0-CPL-3002-3C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาลดำ)
,ผ้าโซฟา(สีน้ำตาล),0-CPL-3002-4C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาล)
,ผ้าโซฟา(สีน้ำตาลแดง),0-CPL-3002-5C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาลแดง)
,ผ้าโซฟา(สีน้ำตาลดำ),0-CPL-3002-6C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาลดำ)
,ผ้าโซฟา(สีเขียว),0-CPL-3002-7C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเขียว)
,ผ้าโซฟา(สีฟ้า),0-CPL-3002-8C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีฟ้า)
,ผ้าโซฟา(สีกรม),0-CPL-3002-9C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีกรม)
,ผ้าโซฟา(สีกรม),0-CPL-3003-10C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีกรม)
,ผ้าโซฟา(สีขาว),0-CPL-3003-1C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีขาว)
,ผ้าโซฟา(สีครีม),0-CPL-3003-2C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีครีม)
,ผ้าโซฟา(สีน้ำตาล),0-CPL-3003-3C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาล)
,ผ้าโซฟา(สีชมพู),0-CPL-3003-4C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีชมพู)
,ผ้าโซฟา(สีแดง),0-CPL-3003-5C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีแดง)
,ผ้าโซฟา(สีม่วงอ่อน),0-CPL-3003-6C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีม่วงอ่อน)
,ผ้าโซฟา(สีม่วง),0-CPL-3003-7C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีม่วง)
,ผ้าโซฟา(สีเทา),0-CPL-3003-8C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทา)
,ผ้าโซฟา(สีฟ้า),0-CPL-3003-9C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีฟ้า)
,ผ้าโซฟา(สีส้ม),0-CPL-3004-10C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีส้ม)
,ผ้าโซฟา(สีเขียว),0-CPL-3004-11C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเขียว)
,ผ้าโซฟา(สีเทาอ่อน),0-CPL-3004-12C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทาอ่อน)
,ผ้าโซฟา(สีเทาเข้ม),0-CPL-3004-13C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีเทาเข้ม)
,ผ้าโซฟา(สีฟ้า),0-CPL-3004-14C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีฟ้า)
,ผ้าโซฟา(สีฟ้าเข้ม),0-CPL-3004-15C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีฟ้าเข้ม)
,ผ้าโซฟา(สีครีม),0-CPL-3004-1C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีครีม)
,ผ้าโซฟา,0-CPL-3004-2C,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-3004-3C,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-3004-4C,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPL-3004-5C,standard,,CPL,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(สีน้ำตาล),0-CPL-3004-6C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาล)
,ผ้าโซฟา(สีน้ำตาลเข้ม),0-CPL-3004-7C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีน้ำตาลเข้ม)
,ผ้าโซฟา(สีชมพู),0-CPL-3004-8C,standard,,CPL,pc,1,1,ผ้าโซฟา(สีชมพู)
