image,name,CODE,type,brand,category,unit_code,cost,price,product_details
,เหล็กยึดหัวเตียง(ผู้-เมีย),0-BK-001 ไม้ใช้,standard,,BK,pc,1,1,เหล็กยึดหัวเตียง(ผู้-เมีย)
,หูยึดโซฟา100/ลัง,0-BK-006 ไม่ใช้,standard,,BK,pc,1,1,หูยึดโซฟา100/ลัง
,โครงเหล็กไฟฟ้า,0-BK-007 ไม่ใช้,standard,,BK,pc,1,1,โครงเหล็กไฟฟ้า
,เหล็กปรับหัวขึ้น-ลง100/ลัง,0-BK-05,standard,,BK,pc,1,1,เหล็กปรับหัวขึ้น-ลง100/ลัง
,เหล็กปรับหัวขึ้น-ลง100ลัง,0-BK-06,standard,,BK,pc,1,1,เหล็กปรับหัวขึ้น-ลง100ลัง
,บานพับ,0-BK-060-2,standard,,BK,pc,1,1,บานพับ
,บานพับเปิดฝา 50คู่/ลัง,0-BK-068,standard,,BK,pc,1,1,บานพับเปิดฝา 50คู่/ลัง
,บานพับประกบฝา,0-BK-07 ไม่ใช้,standard,,BK,pc,1,1,บานพับประกบฝา
,เหล็กปรับหลังพิง(ใช้BK-82แทน),0-BK-082 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง(ใช้BK-82แทน)
,เหล็กปรับหลังพิง,0-BK-082A ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง
,ตัวปรับหัวนอนโซฟา,0-BK-088-3 ไม่ใช้,standard,,BK,pc,1,1,ตัวปรับหัวนอนโซฟา
,เหล็กปรับขา+หลังพิง+โยก,0-BK-1094 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับขา+หลังพิง+โยก
,เหล็กปรับระดับตัวเล็ก 6 ระดับ ( 180 cm),0-BK-1135 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับระดับตัวเล็ก 6 ระดับ ( 180 cm)
,เหล็กปรับโซฟาเบส 2 ระดับ (26cm.),0-BK-1142 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับโซฟาเบส 2 ระดับ (26cm.)
,เหล็กปรับ3ระดับ โซฟาเบส 26 Cm.,0-BK-1143 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับ3ระดับ โซฟาเบส 26 Cm.
,กรวยรองขาโฟซาชุบสีทอง,0-BK-1144,standard,,BK,pc,1,1,กรวยรองขาโฟซาชุบสีทอง
,เหล็กปรับระดับ (26cm.),0-BK-1144 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับระดับ (26cm.)
,กรวยรองขาโฟซาชุบสีทอง,0-BK-1144A,standard,,BK,pc,1,1,กรวยรองขาโฟซาชุบสีทอง
,เหล็กปรับระดับสีทอง (26cm.),0-BK-1145 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับระดับสีทอง (26cm.)
,เหล็กปรับระดับ (26cm.),0-BK-1146 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับระดับ (26cm.)
,เหล็กปรับหัวขึ้น-ลง,0-BK-133 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหัวขึ้น-ลง
,โครงที่นอน+เก็บของ 1.2m,0-BK-1404-1.2,standard,,BK,pc,1,1,โครงที่นอน+เก็บของ 1.2m
,โครงที่นอน+เก็บของ 1.5m,0-BK-1404-1.5,standard,,BK,pc,1,1,โครงที่นอน+เก็บของ 1.5m
,โครงที่นอน+เก็บของ 1.8m,0-BK-1404-1.8,standard,,BK,pc,1,1,โครงที่นอน+เก็บของ 1.8m
,ลูกล้อ,0-BK-1.5 ไม่ใช้,standard,,BK,pc,1,1,ลูกล้อ
,เหล็กหมุน ขนาด 16 ซม.,0-BK-1616 ไม่ใช้,standard,,BK,pc,1,1,เหล็กหมุน ขนาด 16 ซม.
,กระดุมเพชรเบอร์ 18 1000/ลัง,0-BK-18P,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 18 1000/ลัง
,เหล็กที่นอนโซฟาขนาด 1.4 เมตร,0-BK-2001 ไม่ใช้,standard,,BK,pc,1,1,เหล็กที่นอนโซฟาขนาด 1.4 เมตร
,เหล็กหมุนขนาด 20 ซม.,0-BK-2020 ไม่ใช้,standard,,BK,pc,1,1,เหล็กหมุนขนาด 20 ซม.
,โช้คข้อศอก,0-BK-204,standard,,BK,pc,1,1,โช้คข้อศอก
,เหล็กปรับขา+หลังพิง+หมุน+โยก,0-BK-2094 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับขา+หลังพิง+หมุน+โยก
,"กระดุมเพชรเบอร์ 20(1x1,000pcs.)",0-BK-20G,standard,,BK,pc,1,1,"กระดุมเพชรเบอร์ 20(1x1,000pcs.)"
,"กระดุมเพชรเบอร์ 20 1,000เม็ด/ลัง",0-BK-20P,standard,,BK,pc,1,1,"กระดุมเพชรเบอร์ 20 1,000เม็ด/ลัง"
,เหล็กปรับหลังพิง(108องศา-180องศา) 100/1ลัง,0-BK-210,standard,,BK,pc,1,1,เหล็กปรับหลังพิง(108องศา-180องศา) 100/1ลัง
,บานพับสปริง ซ้าย ขวา(200/ลัง),0-BK-211,standard,,BK,pc,1,1,บานพับสปริง ซ้าย ขวา(200/ลัง)
,เหล็กเสียบที่นอน,0-BK-21 ไม่ใช้,standard,,BK,pc,1,1,เหล็กเสียบที่นอน
,เหล็กเสียบที่นอน,0-BK-22 ไม่ใช้,standard,,BK,pc,1,1,เหล็กเสียบที่นอน
,กระดุมเพชรเบอร์ 22(700เม็ด/ลัง),0-BK-22G,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 22(700เม็ด/ลัง)
,กระดุมเพชรเบอร์ 22(700เม็ด/ลัง),0-BK-22P,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 22(700เม็ด/ลัง)
,เหล็กปรับ,0-BK-243 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับ
,ตีนตุ๊กแกสีดำ 2.5 ซม.(ตัวผู้)40ม้วน/ลัง,0-BK-2.5-1B,standard,,BK,pc,1,1,ตีนตุ๊กแกสีดำ 2.5 ซม.(ตัวผู้)40ม้วน/ลัง
,ตีนตุ๊กแกสีขาว 2.5 ซม.(ตัวผู้)40ม้วน/ลัง,0-BK-2.5-1W,standard,,BK,pc,1,1,ตีนตุ๊กแกสีขาว 2.5 ซม.(ตัวผู้)40ม้วน/ลัง
,เหล็กหมุน 25 ซม.,0-BK-25*25,standard,,BK,pc,1,1,เหล็กหมุน 25 ซม.
,เหล็กหมุน 25 ซม.,0-BK-2525 ไม่ใช้,standard,,BK,pc,1,1,เหล็กหมุน 25 ซม.
,ตีนตุ๊กแกสีดำ 2.5 ซม.(ตัวเมีย)40ม้วน/ลัง,0-BK-2.5-2B,standard,,BK,pc,1,1,ตีนตุ๊กแกสีดำ 2.5 ซม.(ตัวเมีย)40ม้วน/ลัง
,ตีนตุ๊กแกสีขาว 2.5 ซม.(ตัวเมีย)40ม้วน/ลัง,0-BK-2.5-2W,standard,,BK,pc,1,1,ตีนตุ๊กแกสีขาว 2.5 ซม.(ตัวเมีย)40ม้วน/ลัง
,กระดุมเพชรหัวตัดเบอร์ 25(500เม็ด/ลัง),0-BK-25G,standard,,BK,pc,1,1,กระดุมเพชรหัวตัดเบอร์ 25(500เม็ด/ลัง)
,กระดุมเพชรหัวเเหลมเบอร์ 25(500เม็ด/ลัง),0-BK-25P,standard,,BK,pc,1,1,กระดุมเพชรหัวเเหลมเบอร์ 25(500เม็ด/ลัง)
,กระดุมลม 4 ซม.,0-BK-26# ไม่ใช้,standard,,BK,pc,1,1,กระดุมลม 4 ซม.
,กระดุมปั้มเบอร์ 28(900ตัว/ถุง),0-BK-28#,standard,,BK,pc,1,1,กระดุมปั้มเบอร์ 28(900ตัว/ถุง)
,กระดุมปั้มเบอร์ 28(500ตัว/ถุง),0-BK-28#L,standard,,BK,pc,1,1,กระดุมปั้มเบอร์ 28(500ตัว/ถุง)
,ลูกล้อ,0-BK-3#,standard,,BK,pc,1,1,ลูกล้อ
,เหล็กปรับ 3 ระดับ(36ซม.),0-BK-302 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับ 3 ระดับ(36ซม.)
,กระดุมเพชรเบอร์ 30(400เม็ด/ลัง),0-BK-30G ไม่ใช้,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 30(400เม็ด/ลัง)
,กระดุมเพชรเบอร์ 30(400เม็ด/ลัง),0-BK-30P ไม่ใช้,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 30(400เม็ด/ลัง)
,ลูกล้อ(เล็ก)300/ถุง,0-BK-3-1,standard,,BK,pc,1,1,ลูกล้อ(เล็ก)300/ถุง
,บานพับ(20คู่/ลัง),0-BK-310#,standard,,BK,pc,1,1,บานพับ(20คู่/ลัง)
,บานพับ,0-BK-310 ไม่ใช้,standard,,BK,pc,1,1,บานพับ
,โครงเหล็กโซฟา60*180CM,0-BK-317 ไม่ใช้,standard,,BK,pc,1,1,โครงเหล็กโซฟา60*180CM
,สปาโก้,0-BK-3182,standard,,BK,pc,1,1,สปาโก้
,โครงสปาโก้80*124CM,0-BK-3182-124 ไม่ใช้,standard,,BK,pc,1,1,โครงสปาโก้80*124CM
,โครงสปาโก้80*150 CM,0-BK-3182-150 ไม่ใช้,standard,,BK,pc,1,1,โครงสปาโก้80*150 CM
,เหล็กปรับ 3 ระดับ(36ซม.)15คู่/ลัง,0-BK-32,standard,,BK,pc,1,1,เหล็กปรับ 3 ระดับ(36ซม.)15คู่/ลัง
,กระดุมปั้มเบอร์ 32(500ตัว/ถุง),0-BK-32#,standard,,BK,pc,1,1,กระดุมปั้มเบอร์ 32(500ตัว/ถุง)
,บานพับ ฐาน 14ซม.25คู่/ลัง,0-BK-320,standard,,BK,pc,1,1,บานพับ ฐาน 14ซม.25คู่/ลัง
,บานพับ(ฟิตติ้ง) ฐาน 24 ซม.(25คู่/ลัง),0-BK-321,standard,,BK,pc,1,1,บานพับ(ฟิตติ้ง) ฐาน 24 ซม.(25คู่/ลัง)
,บานพับเปิดฝา(แบบใช้โช๊ค) 40ซม.,0-BK-323G-40 ไม่ใช้,standard,,BK,pc,1,1,บานพับเปิดฝา(แบบใช้โช๊ค) 40ซม.
,กระดุม 32 มิล,0-BK-32-729-2,standard,,BK,pc,1,1,กระดุม 32 มิล
,กระดุม 32 มิล,0-BK-32-729-3,standard,,BK,pc,1,1,กระดุม 32 มิล
,กระดุม 32 มิล,0-BK-32-729-4,standard,,BK,pc,1,1,กระดุม 32 มิล
,กระดุม 32 มิล,0-BK-32-729-8,standard,,BK,pc,1,1,กระดุม 32 มิล
,เหล็กปรับ 5 ระดับ,0-BK-32A ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับ 5 ระดับ
,กระดุมโซฟาสีดำ 32 มิล ถุงละ1250 ตัว,0-BK-32B,standard,,BK,pc,1,1,กระดุมโซฟาสีดำ 32 มิล ถุงละ1250 ตัว
,กระดุมโซฟาสีน้ำตาล 32 มิล ถุงละ1250 ตัว,0-BK-32BW ไม่ใช้,standard,,BK,pc,1,1,กระดุมโซฟาสีน้ำตาล 32 มิล ถุงละ1250 ตัว
,กระดุมหนัง 32 มิล,0-BK-32-PQ001-13,standard,,BK,pc,1,1,กระดุมหนัง 32 มิล
,กระดุมหนัง 32 มิล,0-BK-32-PQ001-20,standard,,BK,pc,1,1,กระดุมหนัง 32 มิล
,กระดุมหนัง 32 มิล,0-BK-32-PQ001-21,standard,,BK,pc,1,1,กระดุมหนัง 32 มิล
,กระดุมหนัง 32 มิล,0-BK-32-PQ001-24,standard,,BK,pc,1,1,กระดุมหนัง 32 มิล
,กระดุมหนังสีครีม 32 มิล 500/ถุง,0-BK-32-PQ002-2,standard,,BK,pc,1,1,กระดุมหนังสีครีม 32 มิล 500/ถุง
,กระดุมหนังสีดำ 32 มิล 500/ถุง,0-BK-32-PQ003-15,standard,,BK,pc,1,1,กระดุมหนังสีดำ 32 มิล 500/ถุง
,กระดุมหนังสีส้ม 32 มิล 500/ถุง,0-BK-32-PQ003-2,standard,,BK,pc,1,1,กระดุมหนังสีส้ม 32 มิล 500/ถุง
,กระดุมหนังสีน้ำตาล 32 มิล 500/ถุง,0-BK-32-PQ003-7,standard,,BK,pc,1,1,กระดุมหนังสีน้ำตาล 32 มิล 500/ถุง
,กระดุมหนังสีน้ำตาลดำ 32 มิล 500/ถุง,0-BK-32-PQ003-9,standard,,BK,pc,1,1,กระดุมหนังสีน้ำตาลดำ 32 มิล 500/ถุง
,กระดุมหนัง 32 มิล สีดำ,0-BK-32-PQ005-10,standard,,BK,pc,1,1,กระดุมหนัง 32 มิล สีดำ
,กระดุมโซฟาสีน้ำตาลดำ 32 มิล,0-BK-32-PQ011-20,standard,,BK,pc,1,1,กระดุมโซฟาสีน้ำตาลดำ 32 มิล
,กระดุมโซฟาสีน้ำตาล 32 มิล,0-BK-32-PQ011-21,standard,,BK,pc,1,1,กระดุมโซฟาสีน้ำตาล 32 มิล
,กระดุมโซฟาสีแดง 32 มิล ถุงละ1250 ตัว,0-BK-32R,standard,,BK,pc,1,1,กระดุมโซฟาสีแดง 32 มิล ถุงละ1250 ตัว
,กระดุมโซฟาสีขาว 32 มิล ถุงละ500 ตัว,0-BK-32W-PQ002-2,standard,,BK,pc,1,1,กระดุมโซฟาสีขาว 32 มิล ถุงละ500 ตัว
,โครงรีไคเนอร์ไฟฟ้า,0-BK-3378,standard,,BK,pc,1,1,โครงรีไคเนอร์ไฟฟ้า
,โครงรีไคเนอร์ไฟฟ้า(ซ้าย),0-BK-3378ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคเนอร์ไฟฟ้า(ซ้าย)
,โครงรีไคเนอร์ไฟฟ้า(ขวา),0-BK-3378-Rไม่ใช้,standard,,BK,pc,1,1,โครงรีไคเนอร์ไฟฟ้า(ขวา)
,ลูกล้อ(ใหญ่)300/ถุง,0-BK-3.5-1.5,standard,,BK,pc,1,1,ลูกล้อ(ใหญ่)300/ถุง
,กระดุมปั้มเบอร์ 36,0-BK-36#,standard,,BK,pc,1,1,กระดุมปั้มเบอร์ 36
,กระดุมหนังเบอร์ 36สีน้ำตาดำ 500ตัว,0-BK-36-1 ไม่ใช้,standard,,BK,pc,1,1,กระดุมหนังเบอร์ 36สีน้ำตาดำ 500ตัว
,กระดุมหนัง เบอร์ 36สีน้ำตาล,0-BK-36-2 ไม่ใช้,standard,,BK,pc,1,1,กระดุมหนัง เบอร์ 36สีน้ำตาล
,กระดุมหนัง เบอร์ 36สีส้ม,0-BK-36-3,standard,,BK,pc,1,1,กระดุมหนัง เบอร์ 36สีส้ม
,กระดุมหนัง เบอร์ 36,0-BK-36 ไม่ใช้,standard,,BK,pc,1,1,กระดุมหนัง เบอร์ 36
,แผ่นรองขาโซฟา,0-BK-3M,standard,,BK,pc,1,1,แผ่นรองขาโซฟา
,ลูกล้อ,0-BK-4,standard,,BK,pc,1,1,ลูกล้อ
,เหล็กปรับขา+หลังพิง+หมุน+โยก,0-BK-4181 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับขา+หลังพิง+หมุน+โยก
,กระดุมโซฟา 2.8 ซม. 1x500,0-BK-42 ไม่ใช้,standard,,BK,pc,1,1,กระดุมโซฟา 2.8 ซม. 1x500
,เหล็กปรับ3ระดับ 26 Cm. 20คู่/ลัง,0-BK-43,standard,,BK,pc,1,1,เหล็กปรับ3ระดับ 26 Cm. 20คู่/ลัง
,โครงรีไคน์เนอร์ก้านโยก 1 ที่นั่ง,0-BK-430-1 ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ก้านโยก 1 ที่นั่ง
,โครงรีไคน์เนอร์ ปรับขา 1 ที่นั่ง RELEX,0-BK-4302,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ ปรับขา 1 ที่นั่ง RELEX
,อุปกรณ์ปรับขวาโครงดีไซน์เนอร์,0-BK-4302-1#,standard,,BK,pc,1,1,อุปกรณ์ปรับขวาโครงดีไซน์เนอร์
,เหล็กแกนกลาง,0-BK-4302-10# ไม่ใช้,standard,,BK,pc,1,1,เหล็กแกนกลาง
,อุปกรณ์ตัวโยก โครง 1 ที่นั่ง,0-BK-4302-11#,standard,,BK,pc,1,1,อุปกรณ์ตัวโยก โครง 1 ที่นั่ง
,อุปกรณ์โครงดีไซน์เนอร์ ปรับขา 1 ที่นั่ง,0-BK-4302-1 ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์โครงดีไซน์เนอร์ ปรับขา 1 ที่นั่ง
,โครงรีไคน์เนอร์สายดึง 2 ที่นั่ง,0-BK-4302-2,standard,,BK,pc,1,1,โครงรีไคน์เนอร์สายดึง 2 ที่นั่ง
,อุปกรณ์ปรับด้านซ้ายโครงดีไซน์เนอร์,0-BK-4302-2#,standard,,BK,pc,1,1,อุปกรณ์ปรับด้านซ้ายโครงดีไซน์เนอร์
,โครงรีไคน์เนอร์สายดึง 3 ที่นั่ง,0-BK-4302-3,standard,,BK,pc,1,1,โครงรีไคน์เนอร์สายดึง 3 ที่นั่ง
,อุปกรณ์เหล็กปรับหลังพิง 3 ที่นั่ง(คานกลาง),0-BK-4302-3#1,standard,,BK,pc,1,1,อุปกรณ์เหล็กปรับหลังพิง 3 ที่นั่ง(คานกลาง)
,เหล็กประกอบหน้า-หลัง,0-BK-4302-3# ไม่ใช้,standard,,BK,pc,1,1,เหล็กประกอบหน้า-หลัง
,สายดึงโครงรีไคเนอร์,0-BK-4302-4#,standard,,BK,pc,1,1,สายดึงโครงรีไคเนอร์
,เหล็กประกอบหน้า-หลัง,0-BK-4302/5302-6#ไม่,standard,,BK,pc,1,1,เหล็กประกอบหน้า-หลัง
,เหล็กประกอบข้าง,0-BK-4302/5302-7#ไม่,standard,,BK,pc,1,1,เหล็กประกอบข้าง
,เหล็กประกอบหน้า-หลัง,0-BK-4302/5302-8#ไม่,standard,,BK,pc,1,1,เหล็กประกอบหน้า-หลัง
,เหล็กแกนกลาง,0-BK-4302-9# ไม่ใช้,standard,,BK,pc,1,1,เหล็กแกนกลาง
,เหล็กปรับซ้าย-ขวา,0-BK-430-2 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับซ้าย-ขวา
,อุปกรณ์โครงรีไคน์เนอร์,0-BK-4302-A ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์โครงรีไคน์เนอร์
,โครงรีไคน์เนอร์ก้านโยก 1 ที่นั่ง,0-BK-4302-B,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ก้านโยก 1 ที่นั่ง
,โครงดีไซน์เนอร์ ปรับขา 1 ที่นั่ง(สายดึงด้านซ้าย),0-BK-4302-L,standard,,BK,pc,1,1,โครงดีไซน์เนอร์ ปรับขา 1 ที่นั่ง(สายดึงด้านซ้าย)
,โครงรีไคเนอร์ 1 ที่นั่ง มีตัวกลาง,0-BK-4302-M,standard,,BK,pc,1,1,โครงรีไคเนอร์ 1 ที่นั่ง มีตัวกลาง
,โครงรีไคน์เนอร์สายดึง 1 ที่นั่ง ขวา,0-BK-4302-R,standard,,BK,pc,1,1,โครงรีไคน์เนอร์สายดึง 1 ที่นั่ง ขวา
,โครงรีไคน์เนอร์ 1 ที่นั่ง,0-BK-4302T ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ 1 ที่นั่ง
,อุปกรณ์สายดึง,0-BK-430-3,standard,,BK,pc,1,1,อุปกรณ์สายดึง
,เหล็กปรับซ้าย-ขวา,0-BK-430-4 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับซ้าย-ขวา
,สายดึงรีโมทใช้รหัส ฺBK-5302-3#แทน,0-BK-430-5 ไม่ใช้,standard,,BK,pc,1,1,สายดึงรีโมทใช้รหัส ฺBK-5302-3#แทน
,อุปรณ์สายดึงโครง 1 ที่นั่ง,0-BK-4311-2 ไม่ใช้,standard,,BK,pc,1,1,อุปรณ์สายดึงโครง 1 ที่นั่ง
,โครงรีไคน์เนอร์ก้านโยก 1 ที่นั่ง,0-BK-431-1 ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ก้านโยก 1 ที่นั่ง
,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง,0-BK-4311 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง
,เหล็กปรับหลังพิง(พิเศษ) ปรับขา 1 ที่นั่ง,0-BK-4311A ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง(พิเศษ) ปรับขา 1 ที่นั่ง
,เหล็กปรับหลังพิง,0-BK-4311-C ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง
,โครงรีไคน์เนอร์ ปรับขา 1 ที่นั่ง(ซ้าย),0-BK-4311-L ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ ปรับขา 1 ที่นั่ง(ซ้าย)
,อุปกรณ์เหล็กปรับหลังพิง(ซ้าย),0-BK-4311-LS ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์เหล็กปรับหลังพิง(ซ้าย)
,อุปกรณ์สายดึงโครงที่นั่ง มีตัวกลาง,0-BK-4311 M-1 ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์สายดึงโครงที่นั่ง มีตัวกลาง
,โครงที่นั่ง มีตัวกลาง,0-BK-4311 M ไม่ใช้,standard,,BK,pc,1,1,โครงที่นั่ง มีตัวกลาง
,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง(ขวา),0-BK-4311-R ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง(ขวา)
,อุปกรณ์เหล็กปรับหลังพิง(ขวา),0-BK-4311-RS ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์เหล็กปรับหลังพิง(ขวา)
,โครงรีไคน์เนอร์ ปรับขา 2 ที่นั่ง,0-BK-431-2 ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ ปรับขา 2 ที่นั่ง
,เหล็กปรับหลังพิง ปรับขา 2 ที่นั่ง,0-BK-4312 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง ปรับขา 2 ที่นั่ง
,อุปกรณ์เหล็กปรับหลังพิง+ปรับขา 3 ที่นั่ง,0-BK-4313-1 ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์เหล็กปรับหลังพิง+ปรับขา 3 ที่นั่ง
,โครงรีไคน์เนอร์+ปรับขา 3 ที่นั่ง,0-BK-431-3 ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์+ปรับขา 3 ที่นั่ง
,เหล็กปรับหลังพิง+ปรับขา 3 ที่นั่ง,0-BK-4313# ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง+ปรับขา 3 ที่นั่ง
,เหล็กปรับหลังพิง+ปรับขา 3 ที่นั่ง,0-BK-4313 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง+ปรับขา 3 ที่นั่ง
,เหล็กปรับขา+หลังพิง+หมุน,0-BK-4318,standard,,BK,pc,1,1,เหล็กปรับขา+หลังพิง+หมุน
,โครงรีไคน์เนอร์ 2 ที่นัง,0-BK-4318-2 ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ 2 ที่นัง
,เหล็กปรับขา,0-BK-4318A-170,standard,,BK,pc,1,1,เหล็กปรับขา
,โครงรีไคเนอร์ 1 ที่นั่ง มีตัวกลาง,0-BK-431-M ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคเนอร์ 1 ที่นั่ง มีตัวกลาง
,โครงรีไคน์เนอร์ ปรับขา 1 ที่นั่ง(ขวา),0-BK-431-R,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ ปรับขา 1 ที่นั่ง(ขวา)
,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง,0-BK-468 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง
,ลูกล้อ ซ้าย-ขวา,0-BK-5,standard,,BK,pc,1,1,ลูกล้อ ซ้าย-ขวา
,กระดุมโซฟา 3.2 ซม. 1x500,0-BK-50 ไม่ใช้,standard,,BK,pc,1,1,กระดุมโซฟา 3.2 ซม. 1x500
,เหล็กโต๊ะกลาง,0-BK-511 ไม่ใช้,standard,,BK,pc,1,1,เหล็กโต๊ะกลาง
,ตีนตุ๊กแกสีดำ 5 ซม.(ตัวผู้)30ม้วน/ลัง,0-BK-5-1B,standard,,BK,pc,1,1,ตีนตุ๊กแกสีดำ 5 ซม.(ตัวผู้)30ม้วน/ลัง
,ตีนตุ๊กแกสีขาว 5 ซม.(ตัวผู้)30ม้วน/ลัง,0-BK-5-1W,standard,,BK,pc,1,1,ตีนตุ๊กแกสีขาว 5 ซม.(ตัวผู้)30ม้วน/ลัง
,ตีนตุ๊กแกสีดำ 5 ซม.(ตัวเมีย)30ม้วน/ลัง,0-BK-5-2B,standard,,BK,pc,1,1,ตีนตุ๊กแกสีดำ 5 ซม.(ตัวเมีย)30ม้วน/ลัง
,ตีนตุ๊กแกสีขาว 5 ซม.(ตัวเมีย)30ม้วน/ลัง,0-BK-5-2W,standard,,BK,pc,1,1,ตีนตุ๊กแกสีขาว 5 ซม.(ตัวเมีย)30ม้วน/ลัง
,ปุ่มกดขึ้น-ลง (เก้าอี้โครงรีไคเนอร์),0-BK-5302-10# ไม่ใช้,standard,,BK,pc,1,1,ปุ่มกดขึ้น-ลง (เก้าอี้โครงรีไคเนอร์)
,เหล็กประกอบหน้า-หลัง,0-BK-5302-1#ไม่ใช้,standard,,BK,pc,1,1,เหล็กประกอบหน้า-หลัง
,มอเตอร์โครงรีไคเนอร์ไฟฟ้า,0-BK-5302-2#ไม่ใช้,standard,,BK,pc,1,1,มอเตอร์โครงรีไคเนอร์ไฟฟ้า
,สายดึง-รีโมท,0-BK-5302-3# ไม่ใช้,standard,,BK,pc,1,1,สายดึง-รีโมท
,สายดึง-ปุ่มกด,0-BK-5302-4#,standard,,BK,pc,1,1,สายดึง-ปุ่มกด
,ปุ่มกดขึ้น-ลง (เก้าอี้โครงรีไคเนอร์),0-BK-5302-7# ไม่ใช้,standard,,BK,pc,1,1,ปุ่มกดขึ้น-ลง (เก้าอี้โครงรีไคเนอร์)
,โครงรีไคน์เนอร์ เหล็กปรับขา+หลังพิง+หมุน,0-BK-5318,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ เหล็กปรับขา+หลังพิง+หมุน
,เหล็กปรับขา+หลังพิง,0-BK-5401 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับขา+หลังพิง
,เหล็กคู่ 5401,0-BK-5402 ไม่ใช้,standard,,BK,pc,1,1,เหล็กคู่ 5401
,เหล็กปรับขา,0-BK-5411 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับขา
,เหล็กโต๊ะกลาง 5411,0-BK-5412 ไม่ใช้,standard,,BK,pc,1,1,เหล็กโต๊ะกลาง 5411
,เหล็กหมุนขนาด 58x58 ซม.,0-BK-5858 ไม่ใช้,standard,,BK,pc,1,1,เหล็กหมุนขนาด 58x58 ซม.
,เหล็กปรับหลังพิง(25set/box),0-BK-602-1,standard,,BK,pc,1,1,เหล็กปรับหลังพิง(25set/box)
,เหล็กหลังพิง,0-BK-603-1,standard,,BK,pc,1,1,เหล็กหลังพิง
,ที่เสียบหัวพนักพิง,0-BK-604,standard,,BK,pc,1,1,ที่เสียบหัวพนักพิง
,เหล็กหมุน 60 ซม.,0-BK-6060 ไม่ใช้,standard,,BK,pc,1,1,เหล็กหมุน 60 ซม.
,กระดุมโซฟา 4 ซม. 1x500,0-BK-60 ไม่ใช้,standard,,BK,pc,1,1,กระดุมโซฟา 4 ซม. 1x500
